Tweet,Greek_Words,Lemmatized_Tokens
Μία μικρή νίκη! Κλειστές τις πόρτες των ξενοδοχείων στα #Βρασνα του δήμου Βόλβης βρήκαν τα ξημερώματα οι περίπου 40…,μικρή νίκη Κλειστές πόρτες ξενοδοχείων Βρασνα δήμου Βόλβης βρήκαν ξημερώματα περίπου,"['μικρός', 'νίκη', 'κλειστός', 'πόρτες', 'ξενοδοχείος', 'βρασνας', 'δήμος', 'βόλβη', 'βρήκαν', 'ξημερώματας', 'περίπου']"
"Δεν ειναι νικη, οταν εξαιτιας της εθνομηδενιστικης ΝΔ, το προβλημα απλα μετατιθεται σε αλλους Ελληνες!",ειναι νικη οταν εξαιτιας εθνομηδενιστικης προβλημα απλα μετατιθεται αλλους Ελληνες,"['ειναι', 'νικη', 'οταν', 'εξαιτιας', 'εθνομηδενιστικης', 'προβλημο', 'απλας', 'μετατιθομαι', 'αλλους', 'ελληνε']"
#μεταναστευτικο #ειδησεις #Θεσσαλονίκη #thessaloniki #otavoice,μεταναστευτικο ειδησεις Θεσσαλονίκη,"['μεταναστευτικο', 'ειδησει', 'Θεσσαλονίκη']"
"Εγώ, πάντως, αν ανήκα σε αυτούς που ψήφισαν νδ για το μεταναστευτικο και το μακεδονικό, τώρα θα πήγαινα τοίχο-τοίχο…",πάντως ανήκα αυτούς ψήφισαν μεταναστευτικο το μακεδονικό πήγαινα τοίχοτοίχο…,"['πάντως', 'ανήκος', 'αυτούς', 'ψήφομαι', 'μεταναστευτικο', 'το', 'μακεδονικό', 'πήγαινος', 'τοίχοτοίχο', '…']"
Αρχισε το λιμενικό να εκτελεί τις εντολές του....#μεταναστευτικο,Αρχισε λιμενικό εκτελεί εντολές τουμεταναστευτικο,"['αρχομαι', 'λιμενικό', 'εκτελώ', 'εντολός', 'τουμεταναστευτικο']"
"@Kostopoulosdim1 Aμεσες λύσεις/μέτρα υπάρχουν, oπως και άνθρωποι που γνωριζουν το θεμα καλα και έχουν καταθέσει συγ…",Aμεσες λύσειςμέτρα υπάρχουν oπως άνθρωποι γνωριζουν θεμα καλα έχουν καταθέσει συγ…,"['aμεσες', 'λύσειςμέτρας', 'υπάρχω', 'oπως', 'άνθρωποι', 'γνωριζω', 'θεμος', 'καλο', 'έχω', 'καταθέσω', 'συγ', '…']"
@atsipras @nikospappas16 Τότε διαδώστε οτι θα μαζέψτε τον Ευκλείδη να μην κάνει μαξιλαράκια αλλά οτι θα τα δίνει στ…,16 διαδώστε οτι μαζέψτε Ευκλείδη μην κάνει μαξιλαράκια οτι δίνει στ…,"['16', 'διαδώστε', 'οτι', 'μαζέψτε', 'Ευκλείδη', 'μην', 'κάνω', 'μαξιλαράκι', 'οτι', 'δίνω', 'στ', '…']"
*Παρέλαβε τη χώρα με θετικούς ρυθμούς ανάπτυξης μετά από χρόνια.,Παρέλαβε χώρα θετικούς ρυθμούς ανάπτυξης από χρόνια,"['παρέλαβε', 'χώρα', 'θετικούς', 'ρυθμού', 'ανάπτυξη', 'από', 'χρόνια']"
"Μητριτσάκης: Μεταναστευτικό ώρα “μηδέν”, ώρα για τελική λύση…",Μητριτσάκης Μεταναστευτικό ώρα “μηδέν” ώρα τελική λύση…,"['μητριτσάκη', 'μεταναστευτικό', 'ώρα', '""', 'μηδέν', '""', 'ώρα', 'τελικός', 'λύση', '…']"
via @eparxies_gr,,[]
Πρόσκληση σύσκεψης - συνεδρίασης για το προσφυγικό - μεταναστευτικό στο Δήμο Σκύδρας -,Πρόσκληση σύσκεψης συνεδρίασης προσφυγικό μεταναστευτικό Δήμο Σκύδρας,"['πρόσκληση', 'σύσκεψη', 'συνεδρίαση', 'προσφυγικό', 'μεταναστευτικό', 'δήμο', 'σκύδρα']"
να δείτε που με το μεταναστευτικό πηγαίνουν πλαγίως να λύσουν το δημογραφικό πρόβλημα της Ελλάδας..,δείτε μεταναστευτικό πηγαίνουν πλαγίως λύσουν δημογραφικό πρόβλημα Ελλάδας,"['δείτε', 'μεταναστευτικό', 'πηγαίνω', 'πλαγίως', 'λύσω', 'δημογραφικό', 'πρόβλημα', 'Ελλάδας']"
#Αυτοδιοίκηση #μεταναστευτικο #Θεσσαλονίκη #Ειδήσεις #dimos_volvis #thessaloniki #otavoice #aftodioikisi,Αυτοδιοίκηση μεταναστευτικο Θεσσαλονίκη Ειδήσεις otavoice,"['αυτοδιοίκηση', 'μεταναστευτικο', 'Θεσσαλονίκη', 'ειδήσει', 'otavoice']"
@kmitsotakis @neademokratia @PrimeministerGR @GKoumoutsakos @hellenicpolice @chrisochoidis Αντι να ασχολείστε με το…,GKoumoutsakos Αντι ασχολείστε το…,"['gkoumoutsakos', 'αντι', 'ασχολείστε', 'το', '…']"
"Όχι, δεν είναι οι Έλληνες ρατσιστές. Οι άλλοι είναι απλά ξένοι... ΝΤΡΟΠΗ για ένα έθνος που έχει ζήσει τον ξεριζωμό…",δεν Έλληνες ρατσιστές άλλοι απλά ξένοι ΝΤΡΟΠΗ ένα έθνος έχει ζήσει ξεριζωμό…,"['δεν', 'έλληνες', 'ρατσιστής', 'άλλοι', 'απλά', 'ξένος', 'ντροπη', 'ένα', 'έθνος', 'έχω', 'ζήσω', 'ξεριζωμό', '…']"
Κως: Νεκρό ανασύρθηκε το 3χρονο αγοράκι - Αγνοείται 26χρονος μετανάστης,Κως Νεκρό ανασύρθηκε 3 χρονο αγοράκι Αγνοείται χρονος μετανάστης,"['κως', 'Νεκρό', 'ανασύρθηκε', '3', 'χρονο', 'αγοράκι', 'αγνοείται', 'χρονο', 'μετανάστης']"
@DimKairidis (Πρεπει να εξηγηθει καλα το μεταναστευτικο Η Βορεια Ελλαδα βραζει),Πρεπει εξηγηθει καλα μεταναστευτικο Βορεια Ελλαδα βραζει,"['πρεπω', 'εξηγηθει', 'καλα', 'μεταναστευτικο', 'Βορεια', 'Ελλαδα', 'βραζω']"
"@FainaretiRom Κυρία Πρόεδρε, άμα ρωτήσουμε Μπογδάνο τι είναι ελευθερία της έκφρασης, θα μας απαντήσει ο #μητσοτάκης…",Κυρία Πρόεδρε ρωτήσουμε Μπογδάνο είναι ελευθερία έκφρασης μας απαντήσει μητσοτάκης…,"['κυρία', 'πρόεδρε', 'ρωτήσω', 'Μπογδάνο', 'είναι', 'ελευθερία', 'έκφραση', 'μας', 'απαντήσω', 'μητσοτάκη', '…']"
Τώρα ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κυριάκος βελοπουλος,Πρόεδρος ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κυριάκος βελοπουλος,"['πρόεδρος', 'ελληνικη', 'λυση', 'Κυριάκος', 'βελοπουλο']"
"Καλημέρα πάλι καλά Άγιο είχαμε, που ζούμε στο Gotham ανάμεσα στο Ν .τζερσει κ το Σικάγο γτ νόμιζα πως είμασταν Ελλά…",Καλημέρα καλά Άγιο που ζούμε ανάμεσα τζερσει Σικάγο νόμιζα είμασταν Ελλά…,"['Καλημέρα', 'καλά', 'άγιο', 'που', 'ζούμε', 'ανάμεσα', 'τζερσει', 'σικάγο', 'νόμιζος', 'είμασταν', 'Ελλά', '…']"
@GKoumoutsakos Υπαρχει θέληση και πολιτική βούληση να παρθούν τα αναγκαία μέτρα/αμεσες λύσεις;,Υπαρχει θέληση πολιτική βούληση παρθούν αναγκαία μέτρααμεσες λύσεις,"['υπαρχω', 'θέληση', 'πολιτικός', 'βούληση', 'παρθώ', 'αναγκαίος', 'μέτρααμεσες', 'λύσει']"
"Καλημέρα πάλι καλά Άγιο είχαμε,που ζούμε στο Gotham ανάμεσα στο Ν .τζερσει κ το Σικάγο γτ νόμιζα πως είμασταν Ελλάδ…",Καλημέρα καλά Άγιο είχαμεπου ζούμε ανάμεσα τζερσει Σικάγο νόμιζα είμασταν Ελλάδ…,"['Καλημέρα', 'καλά', 'άγιο', 'είχαμεπου', 'ζούμε', 'ανάμεσα', 'τζερσει', 'σικάγο', 'νόμιζος', 'είμασταν', 'ελλάδ', '…']"
@serkot65 Ως κάποιος που έχει δημόσιο λόγο όταν βαρεθης να ασχολησαι με Μπογδάνους και τζόκερ ασχολησου και λίγο με…,που δημόσιο λόγο βαρεθης ασχολησαι Μπογδάνους τζόκερ ασχολησου λίγο με…,"['που', 'δημόσιος', 'λόγο', 'βαρεθης', 'ασχολησαι', 'Μπογδάνους', 'τζόκερ', 'ασχολησου', 'λίγο', 'με', '…']"
"Στο #μεταναστευτικό η κυβέρνηση της ΝΔ ήδη επιταχύνει τις διαδικασίες,διεθνοποιεί το πρόβλημα και αποσυμφορεί τα νη…",μεταναστευτικό κυβέρνηση επιταχύνει διαδικασίεςδιεθνοποιεί πρόβλημα αποσυμφορεί νη…,"['μεταναστευτικό', 'κυβέρνηση', 'επιταχύνω', 'διαδικασίεςδιεθνοποιώ', 'πρόβλημα', 'αποσυμφορώ', 'νη', '…']"
Ανδρέας Κωνσταντάτος: Το Μεταναστευτικό «καίει» την κυβέρνηση,Ανδρέας Κωνσταντάτος Μεταναστευτικό «καίει» κυβέρνηση,"['ανδρέας', 'κωνσταντά', 'μεταναστευτικό', '«', 'καίει', '»', 'κυβέρνηση']"
"@vozemberg @kanaliena904 Φύκια για μεταξωτές κορδέλες! Eλεος, σε ποιους τα πουλατε αυτα;",904 Φύκια μεταξωτές κορδέλες Eλεος ποιους πουλατε αυτα,"['904', 'φύκι', 'μεταξωτά', 'κορδέλα', 'eλεος', 'ποιους', 'πουζω', 'αυτα']"
Προκαλεί τεράστιο πλήγμα στην ΚΟΙΝΩΝΙΑ,Προκαλεί τεράστιο πλήγμα ΚΟΙΝΩΝΙΑ,"['προκαλώ', 'τεράστιος', 'πλήγμα', 'κοινωνι']"
"Ο Μητσοτακης τον εβαλε εκει, και δεν ενεργει αυθαιιρετα, την εθνομηδενιστικη πολιτικη της ΝΔ εφαρμοζει κατα γραμμα!",Μητσοτακης εβαλε εκει δεν ενεργει αυθαιιρετα εθνομηδενιστικη πολιτικη εφαρμοζει κατα γραμμα,"['μητσοτακη', 'εβαλε', 'εκω', 'δεν', 'ενεργω', 'αυθαιιρετα', 'εθνομηδενιστικη', 'πολιτικη', 'εφαρμοζω', 'κατας', 'γραμμα']"
﻿Όσο (φιλοξενούνται) στην Ελλάδα θα έρχονται όλο και περισσότεροι!  Πρέπει κάποτε να το καταλάβουμε!,﻿Όσο φιλοξενούνται Ελλάδα έρχονται και περισσότεροι κάποτε καταλάβουμε,"['\ufeffόσο', 'φιλοξενούνται', 'Ελλάδα', 'έρχομαι', 'και', 'περισσότερος', 'κάποτε', 'καταλάβω']"
"﻿Εφόσον στην Ευρώπη έχουν αποφασίσει πως το μεταναστευτικό θα τους λύσει ασφαλιστικό, δημογραφικό κ οικονομικό γιατί…",﻿Εφόσον Ευρώπη αποφασίσει μεταναστευτικό τους λύσει ασφαλιστικό δημογραφικό οικονομικό γιατί…,"['\ufeffεφόσον', 'ευρώπη', 'αποφασίσω', 'μεταναστευτικό', 'τους', 'λύσω', 'ασφαλιστικό', 'δημογραφικό', 'οικονομικό', 'γιατί', '…']"
"Συνάντηση Δένδια - Πάπα Φραγκίσκου: Διμερείς σχέσεις, μεταναστευτικό και κλιματική αλλαγή στο επίκεντρο",Συνάντηση Δένδια Πάπα Φραγκίσκου Διμερείς σχέσεις μεταναστευτικό κλιματική αλλαγή επίκεντρο,"['συνάντηση', 'δένδιος', 'πάπας', 'Φραγκίσκου', 'διμερείς', 'σχέσει', 'μεταναστευτικό', 'κλιματικός', 'αλλαγή', 'επίκεντρο']"
The Guardian : Το μεταναστευτικό σχέδιο της Μέρκελ θα μετατρέψει την Ελλάδα σε ένα τεράστιο κάμπινγκ μεταναστών -…,μεταναστευτικό σχέδιο Μέρκελ μετατρέψει Ελλάδα ένα τεράστιο κάμπινγκ μεταναστών,"['μεταναστευτικό', 'σχέδιο', 'μέρκελ', 'μετατρέψει', 'Ελλάδα', 'ένα', 'τεράστιος', 'κάμπινγκ', 'μεταναστός']"
